"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls","Circle"
"153",2019-10-30,79.0934511763287,62.8068905837239,42.744730696021,60.9604250268556,43.7454093012221,63.106397545468,62.424872194328,62.8975048200324,32.950331749321,0,51.7311476031856,51.9997589473264,NA,NA,54.2663453800154,54.2034802382634,NA
"154",2019-10-31,82.4874568845777,66.1117703208422,43.194516268638,65.0908378049336,46.7034817670157,65.6676056606528,65.5637741526925,65.9815294376579,35.5966939920649,0,51.4494597152015,54.8263373332778,NA,NA,57.6845575408642,57.5943531203864,NA
"155",2019-11-01,83.448197101361,69.6247676291376,48.2137716803038,74.3333118992457,53.0471849463465,69.293847349303,69.1691093230229,69.5341553066736,37.8251847384244,0,54.2009267491469,59.8025236986113,60.756080470366,NA,61.1531511430426,61.1961611896492,NA
"156",2019-11-02,82.0825201914116,65.9694605355319,42.8401442103886,67.3961149825171,48.4890259875724,66.1445010755325,65.7214021820284,65.1754320158325,27.7048562556751,0,47.0415356138941,58.3006456460004,57.6165989639285,NA,58.0648030733079,57.9235920658914,NA
"157",2019-11-03,84.3628461502509,63.3205744277503,35.4146619330014,69.3759099647824,41.7263851374214,62.8584546935168,61.577497635491,65.7647121782362,16.9133354062407,0,43.777536764049,55.4434001289981,55.7138100186336,NA,56.2780318329611,55.6236049912112,NA
"158",2019-11-04,87.5251275655907,64.434281391698,35.368972683283,72.9734111595118,44.0644448630834,65.1188041018783,63.1996307826238,69.490782058905,17.9859350927267,0,44.4023201673653,59.427741635581,NA,NA,58.1350645290365,57.4571659151502,NA
"159",2019-11-05,89.2167597888073,64.0725171152628,36.5157322409696,77.4923677204316,43.63400609778,63.3231400411548,63.4366493238656,63.2142570558405,17.451459736891,0,43.8491601698847,60.6651136587361,55.77054622947,NA,56.3381545002294,55.643540273962,NA
"160",2019-11-06,89.9591304511625,62.0853101936421,38.3669256947315,72.2584978074282,43.4856845148965,61.7479151849704,61.7694487959282,61.4146703178705,16.3419381342051,0,44.1153228834695,53.9754544033635,54.2491984296278,NA,54.8397305547224,54.0441726413385,NA
"161",2019-11-07,87.0821469206951,62.0526421853521,34.9181036443635,61.6496460333999,40.4236846897073,61.4773499855548,61.6178486097679,61.4348851722984,16.2966839911389,0,45.8039406906673,53.3948389814999,53.9322502577722,NA,54.5353870625697,53.6696165635678,NA
"162",2019-11-08,82.9192284650771,65.2377833451213,29.7806277072352,64.2094704448359,46.5467214451696,63.7466604604367,64.0456207679865,64.562741677091,21.3039197924742,0,50.0442259164891,57.0411688036947,59.1160573523594,NA,57.109142202609,56.367677783545,NA
"163",2019-11-09,78.7684139690592,60.9236985157458,29.2386481059057,60.1493880522343,45.7253871223173,59.9183555327093,60.4289826859815,60.7248797241197,17.7099732778918,0,43.2673517853029,53.3748866654789,57.8901128817464,NA,53.3451211615804,52.4577342537177,NA
"164",2019-11-10,82.3435975378422,56.9385284361871,32.9116897602633,56.2786306510447,44.5831503960073,55.4076358295144,56.4189163107495,56.3566976091341,8.0433592272931,0,33.480141041352,46.5452778832062,54.0062287390928,NA,50.5366824379414,48.9480089500563,NA
"165",2019-11-11,81.62023543882,53.458769543847,35.0212635407494,53.6586107885071,35.8079527996689,53.2403710054543,53.8582597677922,53.7111441249229,3.90814179901289,0,29.8242572317771,43.6647514053813,51.8139595792004,NA,48.936389546018,46.8863725662275,NA
"166",2019-11-12,80.4541458126195,49.0711918171322,36.657353401343,51.6941281111956,29.7908743368795,51.5002738466083,51.5675224813009,51.6429119003074,1.76431292259162,0,28.9182290370593,49.2024971739011,49.4094162286394,NA,47.204675946331,44.9059148106306,NA
"167",2019-11-13,79.066891782682,50.4824646909398,40.1201072180388,53.528327025881,26.02860102613,52.4182293258663,51.8390908681489,52.4383642257415,7.40244966697161,0,27.5034938775777,49.5503167361164,49.3218122337,NA,46.2893929601169,45.0306239694668,NA
"168",2019-11-14,76.4236180815207,48.6690614452697,37.6192158463395,49.0482952571301,24.6422036756331,48.7445230359771,49.8252020011644,49.3496719754852,3.82956630471492,0,24.3502450015679,47.5266272247677,47.6371253234033,NA,45.4324505200355,43.1216603742924,NA
"169",2019-11-15,78.8664452958493,50.7427827793644,33.6014035147717,51.71980504487,27.7735866100739,54.3838275867635,53.5034490020556,51.5841998616341,0.872745110378987,0,27.6420103044753,50.3456226834794,50.0289808601057,NA,47.4149310845099,45.3138859237656,NA
"170",2019-11-16,76.1568524594617,51.7093741331351,22.966151535923,52.3213421217539,29.518158594204,56.8285477918474,56.3925752454557,52.9382630968263,2.66424058704142,0,30.8979183714504,50.6735096147863,51.4193224116939,NA,48.3539812055625,46.1632277836157,NA
"171",2019-11-17,73.6917442904919,52.4878740167552,21.6842036019705,52.3642888487711,34.4782056591788,45.4984893567548,45.734925868315,53.2623634594604,1.96309222512866,0,34.6331173467513,50.2311320717369,51.4331452126305,NA,48.0760957980942,45.8531519927028,NA
"172",2019-11-18,79.2469794719857,53.4598243099359,22.3437904056847,53.0265854670679,29.4157054527915,43.8302282413532,50.8419671976382,52.2762445868847,3.66159888508583,0,30.502574854327,43.8443348309144,50.219313574556,NA,48.2303743354843,46.0064500036463,NA
"173",2019-11-19,77.0317979953697,51.8880333101999,15.773915638309,52.3280696007411,25.8150739275572,37.6072798146606,52.5399350630662,50.6910193314564,6.74988708567458,0,29.149523943602,32.4590218277579,49.6855816441577,NA,47.8090647886651,45.779296134424,NA
"174",2019-11-20,78.5448808113437,47.8788263151594,16.282586702494,48.7050830943296,23.6558364735485,41.7352209497013,51.2487214644966,49.7258409086741,4.77551773563308,0,30.4252733341544,27.2954766595204,48.9327487900912,NA,46.4955747056648,44.6170336977451,NA
"175",2019-11-21,78.7186839791063,41.8006101381803,22.379484564157,40.8744002843525,26.0017908349239,42.3376768883922,51.7238850312177,51.2845366700251,4.10447192259146,0,31.4162735848015,28.9804231329864,48.7239472392075,NA,47.1052477311594,44.771812800082,NA
"176",2019-11-22,70.989270345886,29.1551610163792,19.0413553120134,25.8251199300032,23.0488157750511,40.9290757420253,49.7285238510249,50.1180207262632,2.26992378862105,0,28.5513749686404,26.1566603069438,45.7284996178656,NA,45.0619200316896,42.9113512256482,NA
"177",2019-11-23,64.5605640953014,29.6555965225516,19.8967826325577,28.9501309098018,27.3712974806711,42.3383984122637,49.888042390334,49.9152388712611,3.19572815630013,0,26.290639822436,27.152461954543,45.4281684283499,NA,45.6552911501871,43.37571196262,NA
"178",2019-11-24,64.0824669674859,30.2314925132493,21.9983523774189,32.5459268417947,28.3425493672778,42.8031188469191,52.1837124274562,52.4336216885191,4.53124629587174,0,31.9395041084755,26.0688667646158,42.1678338727148,NA,47.673973554047,45.4174699227086,NA
"179",2019-11-25,62.7209094209982,35.8253358560425,21.3219895965587,35.5359274685782,29.1945695334023,44.1902948385859,52.5909789968718,54.2269191529491,4.50376099224201,0,34.3623396684968,28.7959946693931,42.9997353748907,NA,48.6637008519186,46.6324113548437,NA
"180",2019-11-26,67.1832430351844,35.8280485875374,25.7191954441277,39.4816999896653,30.7535146754813,45.1405809048209,57.0495345779786,56.7407890429442,9.82981110743031,0,33.1084780663732,28.7181831236029,46.202013857811,NA,51.4242066392877,49.2164653060018,NA
"181",2019-11-27,78.7983429937736,33.935130802671,21.0498574570405,37.3037761848723,34.0672120185576,43.067256176654,52.4078330795056,52.7149572616177,5.93258868489565,0,32.2613456414017,26.140561206001,48.1855253384303,NA,46.8213370349398,44.7684297698862,NA
"182",2019-11-28,60.8892722659525,37.3442764508719,18.7128223016321,38.2577421935016,35.5426592443939,40.1439413623676,50.7910640996278,51.392211200107,1.15285094384342,0,36.0776904327989,24.0654375131551,42.9445953188313,NA,44.8646242824601,43.1890153555158,NA
"183",2019-11-29,60.5375110936405,42.7745981949075,18.5495705151189,36.8005946498928,32.8862545178845,41.0783218243448,50.5909822787625,50.6202324850672,1.3753627575873,0,33.9802409051763,24.0413556516381,46.8891680658962,NA,44.6512836189055,42.9446530264405,NA
"184",2019-11-30,55.7954853010771,41.6589214654315,20.3149798116106,35.0653190022349,33.5545732120614,39.0848479676167,51.1629931616461,51.2908976864444,1.24047346574957,0,38.7555589936907,29.1510543461411,44.2506961898735,NA,45.6500270168377,43.951400885673,NA
"185",2019-12-01,56.5021427659059,47.1780888141188,27.3119649214482,42.4581314343229,41.1812524614853,43.8509370580632,55.6952563186282,56.7044615427298,7.01607866851257,0,43.5660466964642,42.3885911491517,46.5335832492891,NA,50.1103373332626,48.7697917383091,NA
"186",2019-12-02,53.1117058677367,57.1241253183233,40.4296390418722,58.0325077689213,52.9368911657226,53.411542327692,65.2268971754126,64.9446188687413,19.1055619394583,0,53.1269589909882,50.5121321562393,61.9107685426015,NA,57.4234008643583,56.9668542537187,NA
"187",2019-12-03,56.287913973643,56.2304640933601,52.2490965752503,58.3176307790738,53.4820593870552,57.0519949158091,67.7306072403693,69.8081884540343,22.0511610645949,0,58.3126310026353,49.3867373453151,60.6729369815496,NA,60.7133792231229,60.3336815460188,NA
"188",2019-12-04,56.5586063664283,62.9535130376645,51.8149762404002,58.4391354330425,48.9960001440406,58.4044625069244,68.8282879465621,68.5802815933618,23.9538044407758,0,58.5325267225684,51.8572619494071,67.0173229403468,NA,60.9340098402456,60.7310461802133,NA
"189",2019-12-05,61.574109335728,60.0731621184194,46.7024559556983,54.0370498233788,47.0412500950026,60.6225128780297,69.7382094343912,69.8496589269542,22.2088742130485,0,54.5544268333713,48.6011122268937,59.46290541588,NA,61.3218734416057,60.8282237271822,NA
"190",2019-12-06,62.0833741677655,61.8864649707086,53.6123628243931,58.6079796142288,47.7579719558561,60.9745095836791,71.0262354778319,70.957410786919,23.8186920832678,0,60.4300042124585,45.8843956965635,60.8649643947688,NA,62.0763576533362,61.73722242113,NA
"191",2019-12-07,60.696811059762,61.0493456838422,56.6895164089669,52.3575062759966,54.1176337348959,58.6292629330099,70.0950729956838,70.1003921452476,23.2947147043586,0,56.7443692944738,51.6219448158014,57.5528771570788,NA,60.6425019719517,60.2429996696745,NA
"192",2019-12-08,61.093353077604,60.5876172600268,55.568090722644,45.9454513347049,54.8237529275611,57.5040703186134,69.9257972996483,69.8954810423792,18.1879229389112,0,52.7720543776817,50.6370512217095,58.1954213514573,NA,60.630693558308,60.2495121692662,NA
"193",2019-12-09,61.2342438405154,60.5368154442915,55.3767772742478,42.1008315492382,55.6717509283792,57.2269247686481,71.9359285898197,69.0367165649085,10.3608366871683,0,55.3648131815093,53.5005562906089,56.791099253513,NA,60.9477679915993,60.6051125147102,NA
"194",2019-12-10,59.9503548855053,61.6077528239645,47.0277066085556,36.4247189791294,55.1956253431435,58.415445076245,67.2231505204727,67.9030326442777,3.11361244970702,0,55.269863763763,58.0402538597833,57.2426727574291,NA,59.7062181034211,59.4918357660992,NA
"195",2019-12-11,59.7513309447313,61.7107763293852,36.3462046725572,34.4573299153289,55.5705420077655,55.8130016895709,60.2475294616936,66.1141131885063,4.3112181022762,0,54.397053508778,57.3205817596779,62.2085083888642,NA,60.2219628982182,59.9148969839346,NA
"196",2019-12-12,59.3886577673075,60.0697620695268,39.5929538033461,39.6192514001637,58.0123982376772,54.3288844559307,60.7044300698412,63.6644970121205,5.22061996586186,0,58.7429212103073,61.3390649791911,61.8136765729435,NA,60.8190417166376,60.4067539840226,NA
"197",2019-12-13,59.887742634509,61.4359464322735,37.9054801690197,46.9861346481024,56.2907351379362,55.2118213779377,58.4103605938674,67.2124514878614,5.70951434582814,0,55.6706517921737,54.8684327727311,62.6030103647387,NA,59.2558113456915,58.9128041615238,NA
"198",2019-12-14,62.7292802004249,61.9468053086005,39.698467651624,55.3222063585922,54.7696859675145,53.8240261109579,59.2166232618968,68.6264545152159,2.25523386432536,0,55.2461688550813,48.3671649776379,66.7994967416274,NA,60.2195785041623,59.8355589636842,NA
"199",2019-12-15,61.7998864924767,62.1504164529087,39.5176880001659,52.6141812571088,60.5988688737787,59.5655119856521,60.8802382237818,68.3505082194739,0.856036741507392,0,59.7908492303847,48.4693791676089,64.8515582783958,NA,61.719931149017,61.3220927425997,NA
"200",2019-12-16,62.516976782709,63.4189922419288,51.3616325838137,56.4910147978052,59.2335237258214,60.1240338983882,61.9685351615657,64.6439232942748,1.96595667376924,0,65.1960386520006,50.491973839225,64.6113612861603,NA,62.9474346962503,62.5927312066254,NA
"201",2019-12-17,61.1314587381782,64.0926277342916,52.5107742554756,61.0228432190319,59.3729654689362,58.2560441130721,60.2242257499285,60.1168333576015,1.34272569859573,0,61.5041174170075,48.7175516747556,64.6713274117701,NA,61.6729838436023,61.4988088979338,NA
"202",2019-12-18,60.5946233901683,62.7410250966498,44.2165387562191,60.3433857741634,59.7958418784221,56.5204557606129,60.6411048750992,59.2961868673745,6.1029333580703,0,62.4648756233659,42.5300398204172,62.4205467089284,NA,61.1369179168874,60.8131511187674,NA
"203",2019-12-19,62.9659068733869,61.7295050229586,48.2935305796069,56.0050381790392,61.8174741213427,56.7249283049691,62.0352335956281,65.6060456469238,4.06590852642144,0,62.4359709333879,35.3948285381891,63.9055812422589,NA,63.3978561800831,62.8560617836116,NA
"204",2019-12-20,62.2009582844598,63.3625405658079,40.7069016806272,53.9027189632135,61.7380732398539,53.1019656616327,63.1301919598109,70.5002237500776,3.1325611135543,0,63.5333509984616,41.8578475463631,61.9634848839714,NA,64.2560037405204,63.8298395482618,NA
"205",2019-12-21,67.560233508472,69.8273661222908,47.5878877508604,61.7338391496724,67.3691978134921,55.1394724046905,68.0547485242155,76.322910820148,0.463290966253535,0,68.891482219963,47.1036875071257,74.9984518723632,NA,69.308417382076,69.258893565266,NA
"206",2019-12-22,65.7744280429048,69.0598351408015,55.1859315210166,70.2083477775421,65.8577963577111,52.3630467406007,67.6950156998737,74.6001173969693,1.39702832620079,0,68.7743731976058,39.8768945202018,68.1549424398583,NA,67.7079964861826,67.7436044957407,NA
"207",2019-12-23,64.3828844354236,64.2092788852283,50.7217177541149,65.497170883015,59.8562135388684,46.6968689195298,62.9930541977752,69.9315922704708,2.02486212214299,0,64.03452289089,42.7024977246703,65.0817729793721,NA,64.0708838209844,63.7985418488938,NA
"208",2019-12-24,65.2568031837883,64.6085880666853,50.4131717787591,66.0215199423171,61.0199659339326,45.5852279409837,63.9007343079129,71.2780847721087,3.74327484604653,0,63.5011961227478,54.9550556630794,64.4347385208371,NA,64.4607021973359,64.11193995112,NA
"209",2019-12-25,61.0659497103118,63.2773980790175,49.8490869556538,62.5671378748371,60.8448167793736,44.1044395322938,60.2032391653018,67.4375924855261,2.58652057191105,0,61.2995259142085,55.6639722453566,65.2203491793989,NA,60.971496732272,60.8047267480249,NA
"210",2019-12-26,62.4913851897768,64.4902906784443,51.7662396854088,62.5898481708044,62.5704567989764,44.7410208203518,61.5941499548102,69.2621788817602,3.11358863897162,0,62.4791364132111,51.7232726207193,62.0439304287511,NA,62.6361047997712,62.434712850192,NA
"211",2019-12-27,61.4336523065574,62.4263342499627,50.8394393416199,56.6552610544717,57.8498636507979,43.6690119291188,60.303920366375,68.7367338531703,2.10674547555255,0,59.9380111826412,55.9842395513424,61.0408756284952,NA,61.9586054954725,61.6670041658087,NA
"212",2019-12-28,63.2325094909715,64.6229645996178,52.7034348512358,58.0071906569528,57.741095925234,45.9104287426921,63.1826724225219,69.602829949917,3.68958131537684,0,62.8672299623723,52.8879867783816,63.0457415521103,NA,63.6308628581111,63.4523239705512,NA
